Song,Artist,isHot
Chase The Light,Dope Stars Inc.,False
Good Texan,The Vaughan Brothers,False
Neglected,Marygold,False
Intro. & Hello Young Lovers (Live) (2000 Digital Remaster),Bobby Darin,False
Je suis le passeur du printemps,Jean Lumi\xc3\xa8re,False
Chumpman Blues,Scott Ainslie,False
Forr\xc3\xb3 Praieiro,Sivuca,False
Russian Doll,Flink,False
Come Live With Me (12'' Extended Version) (2006 Digital Remaster),Heaven 17,False
My M.B. Thang,Tyree,False
Big Legged Woman,Robert Lockwood_ Jr.,False
Bull Dog,The Shangri-Las,False
I Can't Believe That You're In Love With Me (Digitally Remastered 95),The John Buzon Trio,False
Como Nuestro Amor No Hay Dos,Cabas,False
One Year_ Six Months,Yellowcard,False
Trows Kind,Elvenking,False
Spoken Word / Ogdens' Nut Gone Flake / Spoken Word,Small Faces,False
Song For Stephin Merritt,Kira,False
Change Clothes,Jay-Z,False
Mis calles de arena,Fabi\xc3\xa1n,False
Kathleen's Song / Ray Lynch,Ray Lynch,False
Ascendant,Keep Of Kalessin,False
Cai dentro,Gabriel Grossi,False
My Funny Valentine,Jeanie Lambe & The Danny Moss Quartet,False
L'Etang Chim\xc3\xa9rique,Jacques Douai,False
El Capiro,Mercedes Castro,False
Silence,Jedi Mind Tricks,False
Si Te Dicen Por Ahi,Charlie Cruz,False
Little Cry For Him (Chorinho Pra Ele) (LP Version),Hermeto Pascoal,False
Pickled Heads,Elliot Goldenthal,False
If You Ask Me,Nick Colionne,False
Werewolf_ Semen And Blood,Beherit,False
Need More Blues,Sleepy John Estes,False
Moritat (Mack The Knife),Bobby Darin,False
"Beauty Queen (12"" Spoon Club Mix)",SNAP!,False
Revelations,Marco Beltrami,False
On The Road To Emmaus,The Steeles,False
Li Jia Chu Zou,Janice Vidal,False
(Do)Minion,Eluveitie,False
Active,Dark Party,False
Cuando Quieres Tu,Sonora Santanera,False
Djessy,Kanda Bongo Man,False
Times Like These,Albin Myers,False
Nightly Cares,M\xc3\xbam,False
Let It Be Me,Tommy McLain,False
Into Battle,Ensiferum,False
Aquel Amor,Flor Silvestre,False
Interlude: Livin'...In Complete Darkness,Janet Jackson,False
I'm A Killer,Hot Live Guys,False
Unicorn,David Lynch,False
Indita Mia (Album Version),Alacranes Musical,False
The Lull Before The Storm,Ron Goodwin,False
Amdokwe,Vusi Mahlasela,False
Nassau Town,John D. Loudermilk,False
Look Me In The Eye,Margaret Becker,False
Pocket Calculator (2009 Digital Remaster),Kraftwerk,False
The Buzzard's Back in Town (Live),Pumpkin Buzzard,False
Harry Flowers,William Orbit,False
Broke Down,Radio Moscow,False
Bop Moon,Giuseppi Logan,False
Atto Quarto: 'La Fatal Pietra Sovra Me Si Chiuse...' (Radames) (Verdi),Orchestra e Coro del Palacio de Bellas Artes Di Citt\xc3\xa1 del Messico_ Oliviero De Fabritiis_ Maria Call,False
Mr. Sellack (Album Version),The Roches,False
Orgasme Tellurique,Stille Volk,False
Gonna Take a Miracle,The Elders,False
Too Late (Orange Factory Extended Mix),Tina Ann,False
Hypnotise The Cat,Tam Tam Go!,False
Dime,Conjunto Mar Azul,False
Eddie's Pad,Tom Collier,False
Conversation,Jimmy Riley,False
Liberty,Heavenly,False
Hiraeth am Feirion,The Gentle Good,False
Die Art von Mann,1. Futurologischer Congress,False
Saylarvee (LP Version),Small Faces,False
The Call,Backstreet Boys,False
Let The Chips Fall,Charley Pride,False
ICU,Saigon Kick,False
Get Picked Up,Crazy Girl,False
Jesus Walked This Lonesome Valley  (The Christmas Guest Album Version),Andy Griffith,False
Over You (feat Joyo Velarde_ prod DJ Shadow),Lyrics Born,False
In A Dead World (Album Version),Killswitch Engage,False
Tomame O Dejame,Nicho Hinojosa,False
La Barca,Nelson Ned,False
When You're Smiling - Sheik Of Araby,Louis Prima & Keely Smith,False
The Wonders,Yami Bolo,False
Avec lui,Mich\xc3\xa8le Arnaud,False
Ambulance Man,Memphis Jug Band,False
Laziness,Juan Farcik,False
Dama Dam Mast Kalander,Pardesi,False
Printemps,Les Ogres De Barback,False
The Lord Will Go Before You,Janet Paschal,False
Oh Little Town Of Bethlehem,Sergio Franchi,False
Engel,Der Plan,False
Mesmerise The Future Part 1,Emotion Code,False
Slips Of Paper,Dave Brockie Experience,False
Refuge,Matisyahu,False
Backseat Driver,Debbie Davies,False
More Than Vocals (MTV),Natural Elements,False
Sex,Bow Wow Wow,False
Old Memory,Ashton Shepherd,False
Sentimento (Asteri_ Asteraki),Dakis,False
Death of Me,Smash Palace,False
Freight Train,Elizabeth Cotten,False
Bobby's Girl (Previously Unreleased Demo - Stereo),Marcie Blane,False
The  First Of The Year,Rubyhorse,False
Ooh La La,Tyrone Davis,False
Airto's Jazz Dance,Flora Purim,False
When Summer's Through,THE CHIFFONS,False
The Traveller,Atman,False
Vennette,Maria Bamford,False
Procession,Vangelis,False
Multiplayer,Babylon Disco,False
Gone,Frankie J,False
Lost In The Funhouse Again,Michael Stanley Band,False
Cri'r Adar Main,The Gentle Good,False
We're Together Again,Ray Pillow,False
The White Spirit,Uman,False
Just Like Lightnin',Joe Satriani,False
Mine Again,Mariah Carey,False
Time Zone (Album Version),Lauren Wood,False
No One Knows,George Nooks,False
If Your Na Na Get Wet,Baby Bash,False
Escape From The City,John Williams,False
Black Tiger,Y&T,False
Love Ain't A Play Thing,Earl Hooker,False
Reach For The Ground,The Ghost Of Lemora,False
Mule Get Up In The Alley,Cannon's Jug Stompers,False
Existing Alone,Rhian Sheehan,False
Small Axe,Bob Marley,False
I'll Show You Love,Usher,False
Le bar du grand d\xc3\xa9sir,Mich\xc3\xa8le Bernard,False
Telling Me Lies,Dolores Keane,False
Calling Dr Zarkov,Robin Frederick,False
Heard 'Em Say,Kanye West / Adam Levine,False
Z\xc3\xa9l\xc3\xa9,Yodi's,False
I'm Gonna Make Her Mine - Original,Billy Butler,False
I Know A Man,Rev. Timothy Wright,False
Paint Ball,Mario Rosenstock,False
Please Come Home For Christmas,Lou Ann Barton,False
Hot Cross Bun,Mikey Dread,False
Nena Neur\xc3\xb3tica,Alejandro Lerner,False
I Don't Give A F**K,D.O.W.N.,False
Yang Guang He Xu,Steve Chou,False
Hot Tamale Baby,Buckwheat Zydeco,False
I.A.I,Royal S,False
Now everybody's gone,Salieri,False
Mi Amante Amigo,Rocio Jurado,False
Wake Up! Wake Up! (Wake Up! Wake Up! Album Version),Everyday Sunday,False
Everything I Desire,The Brooklyn Tabernacle Choir,False
The Mission,30 Seconds To Mars,False
First Boyfriend,Helen Love,False
G G Kah,Moonface,False
The Tie That Binds,Moon Mullican,False
Seikurabe (Karaoke),Yuko Kanzaki,False
Raza Cristalera,Los Morros Del Norte,False
L'horizon Chim\xc3\xa9rique,Julien Clerc,False
Everything's Gonna Be Alright (Live Version),King Curtis with Jack Dupree,False
Just A Phase,Incubus,False
Werther - Lyric Drama in four Acts/Act I/R\xc3\xaave! Extase! Bonheur!,Ram\xc3\xb3n Vargas;Vesselina Kasarova;Vladimir Jurowski,False
Only A Look,The Nelons,False
It Is What It Is (feat. Anton X),Omni,False
Losin' End (LP Version),Michael McDonald,False
Do It,DJ Nasty,False
Fuckin' Wita Psycho,X-Raided,False
Love & Devotion,Sizzla,False
Just A Little Bit Of You,Michael Jackson,False
My Girlfriend's Friend,The Refreshments,False
I'm Gonna Cry Til' My Tears Run Dry,Irma Thomas,False
You're Looking Good,Dee Clark,False
Studen plamuk,Sofi Marinova,False
UBIK The Breakz (feat. Martin Bettinghaus) - Radio Mix,Timo Maas,False
Cooling Out,Cocoa Tea,False
Lioraras,Los Ninos De Sara,False
Little Drummer Boy,The Almost,False
Anita Love's,Carlos Jimenez,False
Mercy (Album Version),Darwin Hobbs,False
Brother Brick Says,Claw Hammer,False
If You Think You Are Lonely Now,Kashief Lindo,False
Silencio De Aguas Profundas,Alas,False
Sting Me,The Black Crowes,False
I See War,IYOV,False
The Sun Shine Down My Way,Doug MacLeod,False
Hear Me Talking To You,Ma Rainey,False
Neighbor_ Neighbor,Jimmy Hughes,False
Mary Had A Little Lamb,Stevie Ray Vaughan And Double Trouble,False
Den Mporo Na Figo,Angela Dimitriou,False
Trace Of Time,Emotion Code,False
Skylark,Ann Hampton Callaway,False
The wrong woman,Billy Price_ Fred Chapellier,False
Between Hell and A Heartbeat [Explicit],Hatebreed (int License),False
SAMJHO NA,F-4,False
Man  On The Side,Bill Perry,False
MVP,Corey / Shaquille O'Neal,False
This Ain't Pleasure,L7,False
Vuelve Junto A Mi,Los Chichos,False
The Sun Shines From You,Teenage Fanclub,False
Poaki,Nicholas,False
"Dirty Movies"" (Album Version)",Van Halen,False
Midnight Wind,Jimmy Wakely,False
Catalyst (LP Version),Epidemic,False
Kick Jump - Part Jump,Cobra Killer,False
Toot Toot Dixie Bound,Birmingham Jubilee Singers,False
Smile,Marvin Sapp,False
There Is a Way,Jeff & Sheri Easter,False
I'm Poured Out Like Water,Tel Basta,False
Ghastly Indoctrination,Dark Fortress,False
Rise,Eddie Turner,False
Night Cruiser (Album Version),Deodato,False
Battle Of The Tom Tom,Shaman,False
Informer,Sugar Minott,False
The Army Air Corps,The King Sisters & Alvino Rey,False
Tenderly,Billy May & His Orchestra,False
Ice Cream Cakes,Jeff Beck Group,False
If My Baby (LP Version),Mista,False
Assisted Suicide 2.5,X-Raided,False
Shagi po bitomu steklu,Malina,False
Mama's Boy,Suzi Quatro,False
Lian Ai Tian Chi,Kary Ng,False
Anxiety,Humanzi,False
Better Off That Way,Steve Smith,False
Spirit in My Life (Earnshaw's Instrumental),Cedric Gervais Featuring Caroline,False
Groove It,Gene Latter,False
Get On Our Own,Buzzcocks,False
Rossignol Montmartrois (Polka),Jo Privat,False
Anybody Seen My Girl,Keb'Mo',False
Ku Klux Klan,Steel Pulse,False
A Girls Oath,Eluveitie,False
Love Selecta (feat Iffectz & Marwa),Alex,False
Shape Of My Heart,Backstreet Boys,False
Lively Up Yourself,Bob Marley,False
Concerto for Orchestra (Zoroastrian Riddles) (1996)/3. Adagio non troppo,David Zinman;Pittsburgh Symphony Orchestra,False
I denna ljuva sommartid,Sofia Karlsson,False
Whosoever Will (LP Version),Marvin Sapp,False
Because Of You,Cece Winans,False
Just My Baby,Rickie Lee Jones,False
I'm All Yours (LP Version),Rachael Lampa,False
Still Love Remains (Album Version),Seal,False
Maybe Someday...,Simply Red,False
Letters to Norway,Planetakis,False
Snow [Hey Oh] [Live Version],Red Hot Chili Peppers,False
Spoonful,Robben Ford,False
Le clair de lune \xc3\xa0 maubeuge,B\xc3\xa9zu,False
j Uh!,Juana Molina,False
Silence,Mothers Pride,False
Absolute Horizon,Byzantine,False
Seventy Times Seven (LP Version),David Meece,False
Bright Lights_ Big City,Jim Jones / Max B,False
Turnpike,Halfway to Gone,False
Life Is Real,Ayo,False
They Know (Remix),Rick Ross,False
The First Leaves Of Autumn,The Fureys,False
By Faith I Can Touch Him Now,The Perrys,False
Wolverine Blues (Slight Flaw In Master) (1940 Blackhawk Restaurant Chicago),Bob Crosby,False
Passover,Joy Division,False
Bl\xc3\xa5sut,Sofia Karlsson,False
Communication (More Mix),Mario Piu',False
Rock & Roll Renegade,The Frantic,False
Soo Bawlz,Devo,False
C'Est Moi L'BO$$,Ruffneck,False
Wait On The Lord  (LP Version),Shirley Caesar,False
She Flock To Me,Kurupt_ Rosco_ Jayo Felony & 40 Glocc,False
Genius,Kings Of Leon,False
Evil Hearted Ada,Flamin' Groovies,False
Ji Nian Pin,Candy Lo,False
Definition Of A Zilla'Naire,Tum Tum [DJ Drop Mix],False
Travellin' (Album Version),The Jeremy Spencer Band,False
Studio Dialogue (#19),The Stooges,False
Roll Back The Clouds,Christie Hennessy,False
Introduction,Marga Gomez,False
That's The Kind Of Baby For Me,Eddie Cantor,False
Oriza Eh,Roberto Roena,False
My Party (Kenna Remix),Kings Of Leon,False
Hole In The Coal,Pentangle,False
Suite nupcial (directo Enjoy 07),Jaime Urrutia,False
Scenario,A Tribe Called Quest,False
Green Fields  (Album Version),Eddie Cano,False
Holla Boyz Outro,Shade Sheist / DJ Vice / DJ Echo / Damizza,False
Easter Parade (1992 Digital Remaster),Andy Russell,False
Gospel Train (LP Version),David Meece,False
Evalia,Placebo,False
Mambo del Beso,Orquesta Arag\xc3\xb3n,False
Boulevard In Heaven,Barbara Fairchild,False
Two Four One,Dave And Ansel Collins,False
Stagger Lee,Nick Cave & The Bad Seeds,False
I'll Come Running,Connie Smith,False
Thresh Hold,Uphill Battle,False
Broken Promises (album version),Moments In Grace,False
Boogie,Wilks featuring pee wee ellis,False
Neir,Mau Mau,False
Survivalism,Nine Inch Nails,False
Sarah Palin {I Wanna Lay Pipe},John Brown,False
Provisoirement,D\xc3\x89SOL\xc3\x89,False
Nowhere To Run,Michael McDonald,False
Chlore,Pascal Obispo,False
AquaCityBoy,K-OS,False
Santa Claus Is Coming To Town,Buddy Miles,False
Fat Tianne,Tanto Metro & Devonte,False
"Lala Song (Matesi DJ ""Silverstatix""remix",Bob Sinclar,False
Houston Anthem,DJ Nasty,False
Dinner Party Pool Music,Angelo Badalamenti,False
Til The Storm Passes By,Bill & Gloria Gaither,False
Width Of The World,Tin Hat Trio,False
Music Of The Sun,Rihanna,False
More Than One Love,Venice,False
Street Lights,Kanye West,False
Fire (Orange Factory Dub),Dolce; Orange Factory,False
Pegadito,Tommy Torres,False
Curiosity,The Jets,False
Cuando Ya Me Empiece A Quedar Solo,Sui Generis,False
La Matanza,Grace Gale,False
Medley Final,Kassav',False
Beautiful,Eminem,False
Juggernaut,Cauda Pavonis,False
L.A. Arteest Caf\xc3\xa9,Stew,False
On Tha Rox,King Tee,False
Had To Call (featuring Snoop Dogg & Sleepy Eyed Jones)  (Explicit Chopped & Screwed Version),Twista,False
All Over Now,X,False
L'Amour en Heritage,Alain Morisod,False
Runaway Train (LP Version),Geddy Lee,False
No More Troubles,Sunnyland Slim,False
Two-Sided Politics,Suicidal Tendencies,False
Firedance,Mystic Rhythms Band,False
The Keys,Jerry Goldsmith,False
Prelude In C Minor From The Well Tempered-Clavier,Steve Erquiaga,False
Love Can Run Faster,Robert Palmer,False
Juste Une Fois,Alexis HK,False
New Detroit,Neon Blonde,False
Proud,Korn,False
Hopelessly,Epitaph,False
da da Diamonds,Soul Ballet,False
The Blue Side of The Sun,Sigmatropic,False
Livin' A Lie (Video Mix),Milk Inc.,False
Let's Have Some Fun,Rodney O_ Joe Cooley,False
Platoon Goons,Snowgoons,False
Nigun,Kol Simcha,False
Questo sporco mondo meraviglioso,Piero Umiliani,False
Paul,Eminem,False
Up Close and Personal,Bukue One,False
Stay Awhile,Danny Williams,False
Everybody's Blues,Furry Lewis,False
A Man Can Only Stand Just So Much Pain (Bonus Track),Tony Joe White,False
Have you got a Minute to spare,Mikey Dread,False
Walkin' Away,Hanoi Rocks,False
Liar in the Glass,Eyes Set to Kill,False
Dolorosa (Live),Cali,False
Still I'm Sad,Rainbow,False
Ooh Baby (feat. Lil Bandit & Royal T),Mr. Sancho,False
Let The Kingdom Come (Freedom Album Version),White Heart,False
Pantera Fans In Love,Nerf Herder,False
This Time (Learning To Trust Album Version),David Meece,False
Looking For Clues,Robert Palmer,False
Personne Stop (feat. Nixon),Royal S,False
After The Dark,Jimmy McGriff,False
Girls All Pause,Kurupt,False
Heng\xc3\xa4h\xc3\xa4 tok,Esa Pakarinen,False
Going Down,Bryan Ferry,False
TLFM (Toutes Les Femmes En Moi),Lara Fabian,False
Cerca & Extra\xc3\xb1o,Entre R\xc3\xados,False
Sensible,Sun Yan-Zi,False
I Am The Club (Explicit Album Version),Plies,False
Allegro io son,Juan Diego Fl\xc3\xb3rez / Riccardo Frizza / Orchestra Sinfonica di Milano Giuseppe Verdi,False
Death Of Neira,Nightfall,False
My Lord,David Banner / Sky / Marcus,False
Whispering Grass,The Knightsbridge Strings,False
Occasional Rain,Terry Callier,False
Janice's Party,Fountains Of Wayne,False
Rock & Roll Overdose [Live Version],Kix,False
Otra vez,Abracadabra,False
Endless Ocean,Event Horizon,False
Ya Got Me,Nancy Walker,False
The High and The Mighty,Roger Williams,False
Again,Janet Jackson,False
Eu E Meu Coracao,Jo\xc3\xa3o Gilberto,False
Twerk (feat. Yo Majesty),Basement Jaxx,False
Keep On Doing What I'm Doing,The Jackson Southernaires,False
All In A Day (Live @ The Troubadour_ LosAngeles),The Paul Butterfield Blues Band,False
Love the One You're With,Glen Washington,False
The Passion (Regular),Aeoliah,False
Tobacco Spit,Bare Jr.,False
Just One Of Those Things,Dionne Warwick,False
Je n'irai pas ailleurs,France D' Amour,False
...and Heavens Cried Blood,Swallow The Sun,False
Domino,Kiss,False
Where in the World,Tony Martin,False
Dedicado,Miguel Gallardo,False
To Your Arms of Love,Jah Cure,False
Das Gel\xc3\xbcbde,Tresenlesen,False
Aguas Claras De Olimpos,Pescado Rabioso,False
What Goes Around...Comes Around,Justin Timberlake,False
Jack's Lament,The All American Rejects,False
I'm On My Way Blues,Washboard Sam,False
Chocolate Squirrelador (Album Version),Dan Cummins,False
Appapas Del Calabar,Los Van Van,False
Cadillac Walk (Album Version),Willy DeVille,False
Drowning In Public Approval,Malefaction,False
Side Street,Viktor Krauss,False
Top Of The World,Jazz Crusaders,False
Bedtime Story (Album Version),Madonna,False
Nevada's Grace (Album Version),Atreyu,False
Get Away,Rooney,False
Moonlight Lover,Barbara Jones,False
Les Corps Glorieux: III. L'Ange aux parfums,Timothy Byram-Wigfield,False
Pimpin' Don't Fail Me Now [Featuring Jazze Pha and Juvenile] (Explicit Album Version),8Ball & MJG,False
Think About Me,Sister Hazel,False
Meat Parade,Lockwood,False
Even If I Tried,Emilio,False
Watermelon Man,Albert King,False
Flamenco Sketches (Intro),Jason Miles,False
Mumbling or hearing loss?,Jeanne Robertson,False
Turn It Around,Bob Neuwirth,False
Summer Of Love,Novaspace,False
Escuta_ Noel,Maysa,False
Saved,9th Wonder,False
That's What You Said  (LP Version),Phil Collins,False
Manh\xc3\xa3 de Carnaval,Luiz Bonfa,False
Love Is Gonna Get You,Ben E. King,False
Light Of A Clear Blue Morning,Dolly Parton,False
Se Acabo El Carbon,Orquesta Sublime,False
Can't Stop (Mind electric Remix),Cabin Crew,False
Somebody Loan Me A Dime,Fenton Robinson,False
SOS,Rihanna,False
Caught In The Crossfire,April Wine,False
High-Speed French Train,Alexandre Desplat,False
Books & Books,The Almost,False
Fairground (+ Sample),Simply Red,False
Ji Yi De Hua Yuan,Leon Lai,False
Goin' Steady,Tommy Sands,False
Didgeralia,David Hudson,False
Alone in Love,Craig Wedren,False
Die ber\xc3\xbcehmte dr\xc3\xbc W\xc3\xb6rtli,Oesch's die Dritten,False
The American Ruse (LP Version),The MC5,False
Who Did You Think I Was,John Mayer,False
Stood Up,Floyd Cramer,False
Fertile Crescent (bonus track),Bad Religion,False
Ride Ranger Ride,Roy Rogers,False
Such Grand Ideas,Nybbl,False
Sandpolskan,Ale M\xc3\xb6ller,False
Down in the Lowlands,Charlie Peacock,False
Bank,Jean Carignan,False
Versos Gaiteros,Gran Coquivacoa,False
I Hope The Weather Stays Fine (Remix),The Dylans,False
When A Man Is Wrong (Album Version),Seal,False
I've Got A Woman - Original,The Dells,False
Mexican Joe,Jim Reeves,False
Two Hearts,Phil Collins,False
The Professor's Conference/Horse Feathers (Dialogue),The Marx Brothers,False
Lana Lee,The Refreshments,False
Ooh Wee Baby,Doyle Bramhall,False
Janus (Riff Monster - topical),The Gone Jackals,False
All das mag ich,\xc3\x84I-TIEM,False
Navicularia,Berrog\xc3\xbcetto,False
Owner Of My Heart (Album Version),Sasha,False
Boo Hoo,KT Tunstall,False
Losing Love (DJ Wout Remix),Milk Inc.,False
Jesus Can Work It Out,The Jackson Southernaires,False
Three Times Seven,Doc & Merle Watson,False
The Wind (Tears For You),Cece Winans,False
Good Girls_ Bad Guys,DMX / Dyme,False
Bartholdi's Dream,William Goldstein,False
(The Grave Prelude),Mobb Deep,False
C30 C60 C90 Go,Bow Wow Wow,False
Exodus,Quincy Jones,False
Harlem Nocturne,Les Brown,False
